mention_id,mention_text,conversation_context,pipeline_predicted,pipeline_confidence,pipeline_stage,annotator_judgment
f2528d37,Claude,"Reviewers will expect thorough related work. ---

### Approach B: ""Continuum: An Open-Source Tool for Capturing Software Decision Rationale from Developer-AI Conversations"" (Industry Showcase Short Paper, 5 pages)

**Framing**: Present the full system as a working industry tool. Emphasize the problem ($47B knowledge loss), the passive capture approach (Claude Code plugin), the entity resolution + GraphRAG pipeline, and a case study of using it on its own development. **Evaluation**: 
1. Case stu",Claude,1.00,exact,
cade2284,GitHub,Non-blind review. Values real-world applicability. You can reference the tool by name and link the GitHub repo. **Cons**: Less prestigious than research track. Doesn't deeply evaluate any single component.,GitHub,1.00,exact,
3b6462c0,Less,"Values real-world applicability. You can reference the tool by name and link the GitHub repo. **Cons**: Less prestigious than research track. Doesn't deeply evaluate any single component. ---

### Approach C: Hybrid — Research Track Paper with Pragmatic Evaluation (10 pages)

**Framing**: ""Automated Capture and Resolution of Software Decision Knowledge from Developer-AI Conversations."" Two contributions: (1) the passive capture + entity resolution pipeline, (2) the GraphRAG retrieval over decisi",Less,1.00,exact,
fcbaffa1,less,"The research paper just adds the focused evaluation section. The second paper (holistic system, all contributions, proper multi-evaluator study) targets a later venue — FSE or ICSE 2027. **Acceptance likelihood estimates:**
- Approach C at Research Track: **15-25%** (competitive but the self-dogfooding angle and real data are differentiators; the 8-stage ablation is concrete)
- Approach B at Industry Showcase: **35-50%** (working open-source tool with real usage, strong problem framing, less com",Less,1.00,exact,
5640e29c,kind,"**Pros**: Strongest overall paper. Real data + synthetic benchmark covers both validity and scale. Ablation is the kind of rigorous component analysis ASE values. The ""self-dogfooding"" narrative (tool evaluated on conversations that built it) is memorable. **Cons**: 10 pages in 8 days is brutal.",KinD,1.00,exact,
49f7b0de,C,"**Cons**: Less prestigious than research track. Doesn't deeply evaluate any single component. ---

### Approach C: Hybrid — Research Track Paper with Pragmatic Evaluation (10 pages)

**Framing**: ""Automated Capture and Resolution of Software Decision Knowledge from Developer-AI Conversations."" Two contributions: (1) the passive capture + entity resolution pipeline, (2) the GraphRAG retrieval over decision graphs. Frame around the research question: *Can software decision rationale be automatical",C,1.00,exact,
218ffe00,C,"**Cons**: 10 pages in 8 days is brutal. March 26 deadline. ---

## My Recommendation: **Approach C (Research Track) as primary, Approach B (Industry Showcase) as safety net**

Here's why:

1. **Approach C is ambitious but achievable** because the pipeline is already built — the work is evaluation and writing, not engineering. The tiered evaluation strategy means you always have something submittable even if collaborators fall through.",C,1.00,exact,
6159cb79,C,"March 26 deadline. ---

## My Recommendation: **Approach C (Research Track) as primary, Approach B (Industry Showcase) as safety net**

Here's why:

1. **Approach C is ambitious but achievable** because the pipeline is already built — the work is evaluation and writing, not engineering. The tiered evaluation strategy means you always have something submittable even if collaborators fall through. 2.",C,1.00,exact,
6bd39024,C,"The research paper just adds the focused evaluation section. The second paper (holistic system, all contributions, proper multi-evaluator study) targets a later venue — FSE or ICSE 2027. **Acceptance likelihood estimates:**
- Approach C at Research Track: **15-25%** (competitive but the self-dogfooding angle and real data are differentiators; the 8-stage ablation is concrete)
- Approach B at Industry Showcase: **35-50%** (working open-source tool with real usage, strong problem framing, less com",C,1.00,exact,
b4080460,C,"The second paper (holistic system, all contributions, proper multi-evaluator study) targets a later venue — FSE or ICSE 2027. **Acceptance likelihood estimates:**
- Approach C at Research Track: **15-25%** (competitive but the self-dogfooding angle and real data are differentiators; the 8-stage ablation is concrete)
- Approach B at Industry Showcase: **35-50%** (working open-source tool with real usage, strong problem framing, less competitive track)
- Doing both: you get two shots at ASE 2026

",C,1.00,exact,
6d8fb477,DO,<local-command-caveat>Caveat: The messages below were generated by the user while running local commands. DO NOT respond to these messages or otherwise consider them in your response unless the user explicitly asks you to.</local-command-caveat>,DigitalOcean,0.95,canonical,
